,GEOID,peopleOfColor,peopleOfColor_pcntl,highSchool,highSchool_pcntl,percent_lowincome,percent_lowincome_pcntl,percent_lingiso,percent_lingiso_pcntl,percent_disability,percent_disability_pcntl,HH_Burdened_Pct,HH_Burdened_Pct_pcntl,socEco_geoMean,geoMeanDist,socEco_arthMean,arthMeanDist,geoMeanRank - arthMeanRank
3513,80150004011,0,0,0,0,0.55017301,90.8045977,0,0,0.16410981,84.34214265,0.489637306,89.82275586,9.395570176,0.137599094,44.1615827,0.526330691,-0.388731597
3037,80899686001,0.487408611,79.0105805,0,0,0.536149472,89.71264368,0,0,0.204580153,94.62915601,0.081818182,1.658090337,10.178771,0.153737259,44.16841175,0.526613817,-0.372876557
368,80050066014,0.595975232,86.53131255,0,0,0.755417957,98.79310345,0,0,0.133933298,72.52060244,0.517374517,92.48141795,19.63673596,0.371177803,58.3877394,0.737259343,-0.36608154
3111,81010009024,0.745877789,94.05204461,0,0,0.521111111,88.53448276,0,0,0.18274924,90.73600455,0.426065163,80.58890795,19.83456147,0.377123443,58.98523998,0.742921857,-0.365798414
23,80010083091,0.957393484,99.88561624,0.391891892,97.76987718,0,0,0,0,0.073159257,21.65387894,0.585365854,96.74099485,16.53772298,0.302378256,52.6750612,0.657701019,-0.355322763
996,80299652002,0.011042945,0.400343151,0.044630404,36.39301875,0.482208589,85.8045977,0,0,0.181978022,90.30974709,0.432276657,81.76100629,14.4835042,0.255379388,49.11145216,0.602491506,-0.347112118
3498,80010083531,0,0,0.306122449,94.76405947,1,100,0,0,0.085599432,32.28189827,0.545454545,94.71126358,17.52537792,0.325311438,53.62620355,0.671007928,-0.345696489
1039,80310005023,0.495670996,79.98284244,0,0,0.510822511,88.04597701,0,0,0.16983017,86.61551577,0.428176796,80.98913665,19.15526374,0.357870895,55.93891198,0.70186863,-0.343997735
731,80130123002,0.559837728,84.32942522,0.039331367,32.90239173,0.551901999,90.97701149,0.181944444,93.625,0.019940476,0.113668656,0.609722222,97.62721555,25.30018066,0.491506229,66.59578544,0.826443941,-0.334937712
1658,80370005034,0.858577406,98.112668,0,0,0.6041841,93.59195402,0.407713499,100,0.040220217,2.557544757,0.820936639,99.88564894,24.83409414,0.484428086,65.69130262,0.817100793,-0.332672707
1991,80410065021,0.424,73.17700886,0,0,0.534,89.54022989,0,0,0.146468193,78.60187553,0.443181818,83.47627216,18.71679437,0.350226501,54.13256441,0.67808607,-0.32785957
3280,81170002002,0.649805447,89.1049471,0.086419753,60.60116354,0.630350195,94.82758621,0,0,0.036007828,1.705029838,1,100,21.06241876,0.399773499,57.70645445,0.727633069,-0.32785957
3166,81010027006,0.4826546,78.58164141,0,0,0.526395173,88.87931034,0,0,0.200262763,94.31656721,0.311036789,54.31675243,18.15267333,0.338901472,52.68237856,0.657984145,-0.319082673
728,80130122042,0.067449956,8.26422648,0.002617801,0.323206206,0.777372263,99.1954023,0,0,0.088379705,35.15203183,0.843088418,99.91423671,9.88079469,0.147791619,40.47485059,0.465175538,-0.317383918
2687,80690011102,0.279298246,55.39033457,0,0,0.679298246,96.89655172,0,0,0.048667025,5.598181302,0.708491762,99.42824471,12.00097434,0.194507361,42.88555205,0.507078143,-0.312570781
944,80150004013,0.052352049,5.318844724,0.007070707,2.294764059,0.554628225,91.14942529,0,0,0.16410981,84.34214265,0.545816733,94.73985134,14.39288214,0.25198188,46.30750468,0.563420159,-0.311438279
1970,80410059005,0.49270073,79.61109522,0,0,0.248905109,52.15517241,0,0,0.153644629,81.27308895,0.628133705,98.14179531,17.92030064,0.336070215,51.86352532,0.645243488,-0.309173273
1733,80410016001,0.25294651,50.55762082,0,0,0.665615142,96.32183908,0,0,0.116520101,60.15913612,0.62962963,98.17038308,17.50379608,0.324178935,50.86816318,0.63193658,-0.307757644
44,80010085071,0.534667287,82.75664856,0.10952381,68.09954751,0.009367681,0.25862069,0,0,0.11860361,62.4609264,0.073214286,1.114922813,6.829841129,0.077293318,35.78177766,0.384767837,-0.307474519
233,80010096034,0.286231884,56.64855591,0.19123506,84.97091144,0,0,0,0,0.128880983,68.94003978,0.677884615,99.1995426,17.90221299,0.335220838,51.62650829,0.642412231,-0.307191393
2790,80690027001,0.025824964,1.344009151,0,0,0.467718795,84.33908046,0.203065134,95.1875,0.12099872,63.59761296,0.095785441,2.458547742,10.91076189,0.169875425,41.15445839,0.475651189,-0.305775764
341,80050059514,0.030328559,1.772948241,0.046826223,38.17065288,0.557127312,91.26436782,0,0,0.182975713,90.8496732,0.641571195,98.39908519,19.51372682,0.366930917,53.40945455,0.667610419,-0.300679502
3091,81010001002,0.232835821,47.09751215,0,0,0.352238806,70.31609195,0,0,0.220496894,96.05001421,0.483333333,89.02229846,17.45854935,0.322763307,50.41431946,0.622593431,-0.299830125
2973,80859663002,0.172661871,33.74320846,0.088948787,61.86166774,0.424460432,79.1954023,0,0,0.17283734,88.20687695,0.046332046,0.371640938,13.25324807,0.224518686,43.89646607,0.522933182,-0.298414496
1472,80310156003,0.699481865,91.67858164,0.232854864,89.52811894,0.687176166,97.27011494,0,0,0.041558734,3.069053708,0.511450382,91.85248714,24.66325334,0.481879955,62.23305939,0.778595696,-0.296715742
231,80010096032,0.278582931,55.30454675,0.178970917,83.03167421,0.006441224,0.086206897,0,0,0.128880983,68.94003978,0.11682243,4.488279017,7.047195776,0.082672707,35.30845778,0.377689694,-0.295016988
2054,80439783004,0.00075188,0.028595939,0.01659751,11.34453782,0.263909774,54.77011494,0,0,0.155025223,81.75618073,0.320726172,56.97541452,6.601467446,0.072197055,34.14580733,0.35815402,-0.285956965
732,80130124011,0.205298013,41.52130397,0,0,1,100,0,0,0.05278835,7.587382779,1,100,12.10766779,0.198187995,41.51811446,0.482446206,-0.284258211
2056,80439784002,0.034076016,2.230483271,0.109347443,68.03490627,0.498680739,87.04022989,0,0,0.230363732,96.78886047,0.387706856,73.15608919,21.30530593,0.403171008,54.54176152,0.684314836,-0.281143828
733,80130124012,0.194774347,38.97626537,0,0,0.844370861,99.62643678,0,0,0.05278835,7.587382779,0.798518519,99.82847341,11.96979946,0.193657984,41.00309306,0.472536806,-0.278878822
989,80299650002,0.014395393,0.600514727,0.05047749,40.40077569,0.380998081,74.16666667,0,0,0.184122748,91.19067917,0.346062053,63.69353917,14.78636173,0.263306908,45.0086959,0.539920725,-0.276613817
2222,80590098491,0.204545455,41.26394052,0,0,0.661290323,96.14942529,0,0,0.098939929,45.12645638,0.624031008,97.99885649,16.1198726,0.293601359,46.75644645,0.569648924,-0.276047565
3530,81039511002,0,0,0.245430809,90.59469942,0.442176871,81.20689655,0,0,0.138177814,75.02131287,0.235576923,31.61806747,16.10531712,0.293035108,46.40682939,0.564552661,-0.271517554
2901,80770015013,0.020289855,0.943665999,0.072368421,53.65223012,0.519806763,88.47701149,0,0,0.099782266,45.92213697,0.503311258,90.93767867,16.29297586,0.296998867,46.65545388,0.567667044,-0.270668177
3527,80839692001,0,0,0.191176471,84.93859082,0.333333333,67.06896552,0,0,0.169832827,86.6723501,0.277333333,44.11092053,16.7112483,0.307191393,47.13180449,0.574462061,-0.267270668
2072,80439791003,0.008928571,0.285959394,0.069204152,51.84227537,0.327342747,66.35057471,0,0,0.175291074,88.8036374,0.242339833,33.61921098,11.96672278,0.193374858,40.15027631,0.459513024,-0.266138165
1968,80410059003,0.327849589,62.5965113,0,0,0.368390129,72.67241379,0,0,0.153644629,81.27308895,0.370942813,69.86849628,17.19325006,0.317383918,47.73508505,0.581257078,-0.26387316
759,80130126051,0.411504425,72.03317129,0,0,0.514492754,88.2183908,0.246153846,97.5625,0.045791246,4.489911907,0.620512821,97.88450543,25.46171932,0.495469989,60.03141324,0.756795017,-0.261325028
1682,80410001013,0.250596659,50.10008579,0,0,0.350039777,69.88505747,0,0,0.197655834,93.80505826,0.350096712,64.66552316,16.64128946,0.305209513,46.40928745,0.564835787,-0.259626274
2678,80690011072,0.096112311,14.21218187,0,0,0.734341253,98.44827586,0,0,0.045663853,4.433077579,0.709939148,99.45683248,9.22645365,0.133352208,36.09172796,0.390996602,-0.257644394
2800,80690028024,0.18899859,37.60366028,0,0,0.327433628,66.37931034,0,0,0.141836424,76.8115942,0.51171875,91.8810749,16.13067782,0.29416761,45.44593995,0.54813137,-0.25396376
2133,80519637001,0.137419674,25.10723477,0,0,0.74692697,98.62068966,0,0,0.079087452,26.03012219,0.796363636,99.79988565,13.63731467,0.233578709,41.59298871,0.483861835,-0.250283126
684,80079743001,0.037091988,2.659422362,0.099426386,65.15837104,0.419881306,78.67816092,0,0,0.162,83.8306337,0.458041958,85.96340766,21.48100936,0.408833522,52.71499928,0.658833522,-0.25
2570,80639623001,0.003787879,0.057191879,0.022277228,17.84098255,0.251893939,52.64367816,0,0,0.239592969,97.38562092,0.232472325,30.67467124,7.371610024,0.092298981,33.10035746,0.341449604,-0.249150623
735,80130124014,0.111405836,17.84386617,0,0,0.777334852,99.13793103,0,0,0.05278835,7.587382779,0.685763889,99.28530589,10.49021277,0.161381653,37.30908098,0.410532276,-0.249150623
3133,81010017001,0.548245614,83.50014298,0.010050251,4.977375566,0.617690058,94.22413793,0,0,0.168237705,85.961921,0.499252616,90.62321326,25.94573006,0.505379388,59.88113179,0.754530011,-0.249150623
3516,80439786002,0,0,0.050324675,40.27149321,0.614628821,93.99425287,0,0,0.175158359,88.71838591,0.279301746,44.48256146,15.69340112,0.285956965,44.57778224,0.533125708,-0.247168743
717,80130122012,0.185297691,36.6028024,0,0,0.565006075,91.63793103,0,0,0.057737321,10.85535664,0.57443609,96.1406518,12.3222532,0.202151755,39.20612365,0.445073613,-0.242921857
340,80050059513,0.037735849,2.74521018,0.063888889,48.80413704,0.377358491,73.64942529,0,0,0.182975713,90.8496732,0.515050167,92.25271584,20.87295908,0.396092865,51.38352692,0.638165345,-0.24207248
2801,80690028031,0.056603774,6.262510723,0,0,0.41509434,78.2183908,0,0,0.283018868,99.03381643,0,0,6.039117495,0.060305776,30.58578633,0.302378256,-0.24207248
264,80039602003,0.598393574,86.58850443,0.035058431,29.60568843,0.291754757,60.17241379,0,0,0.171022542,87.29752771,0.07204611,1.057747284,15.56931301,0.283125708,44.12031361,0.524348811,-0.241223103
532,80050821002,0.683583106,90.93508722,0.081004263,58.27407886,0.255355909,53.33333333,0.001094092,0.0625,0.06780603,17.41972151,0.258205689,38.07890223,15.07076205,0.268969422,43.01727053,0.509343148,-0.240373726
263,80039602002,0.454706927,76.09379468,0.00754717,2.779573368,0.639431616,95.31609195,0,0,0.171022542,87.29752771,0.277966102,44.16809605,20.65859139,0.392978482,50.94251396,0.633069083,-0.2400906
1654,80370005022,0.54875717,83.55733486,0.078192253,56.65804783,0.137667304,28.2183908,0,0,0.030076997,1.079852231,0.507900677,91.56660949,15.37493596,0.277746319,43.51337254,0.516704417,-0.238958097
2759,80690019024,0.151761518,28.79611095,0,0,0.318879855,65.05747126,0,0,0.184826655,91.38959932,0.390928726,73.89937107,15.26492783,0.273216308,43.19042543,0.51189128,-0.238674972
86,80010085435,0.868841971,98.45581927,0.376933896,97.41435036,0.742802303,98.56321839,0.123563218,85.9375,0.08115095,27.99090651,0.048850575,0.457404231,31.83072352,0.605889015,68.13653313,0.841449604,-0.235560589
2797,80690028021,0.017266897,0.829282242,0,0,0.362800204,72.01149425,0,0,0.141836424,76.8115942,0.288659794,47.36992567,7.753639622,0.102208381,32.83704939,0.336636467,-0.234428086
1054,80310009022,0.743661972,93.88046897,0.282485876,93.43891403,0.47637051,85.25862069,0,0,0.07534581,23.38732594,0.112211221,3.859348199,20.17852007,0.386183465,49.97077964,0.61608154,-0.229898075
46,80010085073,0.027734977,1.544180726,0.018126888,13.08985133,0.570107858,92.09770115,0,0,0.11860361,62.4609264,0.430769231,81.50371641,14.54714979,0.257644394,41.78272933,0.487259343,-0.229614949
2912,80770017024,0.01097561,0.371747212,0.019817073,15.02908856,0.117073171,23.18965517,0,0,0.199233716,94.08922989,0.415254237,78.75929102,9.9323663,0.148074745,35.23983531,0.37599094,-0.227916195
3517,80490002021,0,0,0,0,0.406211937,77.21264368,0,0,0.049613109,5.996021597,0.531707317,93.48198971,5.925339785,0.058323896,29.4484425,0.285390713,-0.227066818
2953,80839693004,0.107142857,17.01458393,0.09787234,64.80284421,0.400966184,76.81034483,0,0,0.165423729,84.68314862,0,0,13.88690141,0.239524349,40.55182027,0.466024915,-0.226500566
425,80050071041,0.329260843,62.76808693,0,0,0.310577644,63.50574713,0,0,0.07921216,26.11537369,0.601023018,97.36992567,14.71111196,0.26189128,41.62652224,0.484428086,-0.222536806
1908,80410049021,0.430039977,73.60594796,0.116620753,70.45895281,0.040548258,5.114942529,0,0,0.139891697,75.95907928,0.080291971,1.54373928,12.08204874,0.19790487,37.78044364,0.42015855,-0.222253681
694,80119667002,0.121387283,20.44609665,0.062189055,48.02844215,0.585741811,92.93103448,0,0,0.261229611,98.60755897,0.090909091,2.115494568,16.34049847,0.297848245,43.68810447,0.520101925,-0.222253681
1842,80410041003,0.177985948,35.17300543,0,0,0.441451991,81.14942529,0,0,0.116434203,60.07388463,0.405405405,76.87249857,15.36945992,0.277463194,42.21146899,0.496319366,-0.218856172
2628,80690005041,0.2,40.12010295,0.073083779,54.00775695,0.674242424,96.6954023,0,0,0.041722296,3.125888036,0.742138365,99.68553459,20.06649837,0.38193658,48.93911414,0.600226501,-0.218289921
1993,80410065023,0.595,86.44552474,0.161681487,80.05817712,0.166111111,34.85632184,0,0,0.146468193,78.60187553,0.095623987,2.429959977,18.93405495,0.354473386,47.06530987,0.572480181,-0.218006795
2128,80519636002,0.017142857,0.800686303,0.154362416,78.53910795,0.451428571,82.29885057,0,0,0.104349786,50.5541347,0.229166667,29.61692396,14.06716109,0.244903737,40.30161725,0.462344281,-0.217440544
2857,80770006025,0.297805643,58.22133257,0,0,0.247071353,51.52298851,0,0,0.179165766,89.74140381,0.320113314,56.77530017,15.75333762,0.287372593,42.71017084,0.504813137,-0.217440544
2052,80439783002,0.022222222,1.058049757,0.173633441,82.09437621,0.134567901,27.5862069,0,0,0.155025223,81.75618073,0.080939948,1.572327044,8.217931078,0.111268403,32.34452344,0.328142695,-0.216874292
2668,80690011041,0.034482759,2.28767515,0.040752351,33.77504848,0.757053292,98.87931034,0,0,0.079521233,26.51321398,0.717770035,99.54259577,16.49786899,0.300962627,43.49964062,0.516421291,-0.215458664
120,80010087091,0.692438403,91.42121819,0.326175869,95.57207498,0.16057774,33.70689655,0,0,0.133150756,72.17959648,0.111398964,3.687821612,20.68776259,0.393544734,49.42793464,0.606455266,-0.212910532
3066,80970001004,0.008383234,0.257363454,0,0,0.209580838,43.87931034,0,0,0.101075269,47.05882353,0.420886076,79.67409949,5.903743538,0.057757644,28.47826614,0.268403171,-0.210645527
3113,81010009031,0.272552783,54.30368888,0,0,1,100,0,0,0.024952015,0.454674623,0.14893617,8.862206975,5.288656043,0.04218573,27.27009508,0.252831257,-0.210645527
2127,80519636001,0.04778157,4.403774664,0,0,0.447098976,81.7816092,0,0,0.104349786,50.5541347,0.387978142,73.27044025,10.49206656,0.161664779,35.0016598,0.372310306,-0.210645527
1852,80410044021,0.452599388,75.80783529,0,0,NA,NA,NA,NA,0.021978022,0.255754476,NA,NA,2.68645217,0.007644394,25.35452992,0.216308041,-0.208663647
3294,81170004023,0.059574468,6.548470117,0,0,0,0,0.072649573,70.6875,0.025892116,0.682011935,0.461538462,86.53516295,5.487963031,0.046998867,27.4088575,0.255096263,-0.208097395
2965,80859661002,0.041907514,3.259937089,0.14954955,77.56948933,0.364431487,72.21264368,0,0,0.19919607,93.97556124,0.294985251,49.42824471,20.96125359,0.398074745,49.40764601,0.60617214,-0.208097395
1543,80350141104,0.434729064,73.94909923,0,0,0.216748768,45.43103448,0,0,0.060006998,12.67405513,0.530456853,93.33905089,12.58570113,0.208663647,37.56553995,0.416477916,-0.20781427
3057,80930005003,0.026004728,1.37260509,0,0,0.291319857,59.97126437,0,0,0.300518135,99.65899403,0.199481865,20.64036592,7.43795906,0.094563986,30.27387157,0.298414496,-0.20385051
1863,80410045033,0.519916143,81.61281098,0,0,0.265199161,54.97126437,0,0,0.102813853,48.67860188,0.347826087,64.1509434,15.52646306,0.281710079,41.56893677,0.483295583,-0.201585504
3028,80899682002,0.212643678,43.00829282,0.0969163,64.54427925,0.507662835,87.67241379,0,0,0.257491676,98.20971867,0.11328125,4.116638079,21.48630219,0.409399773,49.59189044,0.610702152,-0.201302378
2485,80590120393,0.341520468,64.0549042,0.12414966,72.10730446,0.023391813,2.040229885,0,0,0.109857592,55.8397272,0,0,8.985157066,0.128822197,32.34036096,0.32785957,-0.199037373
2112,80459521002,0.407291258,71.66142408,0.155405405,78.70071105,0.271658173,56.23563218,0,0,0.120046962,63.11452117,0.09005848,2.029731275,18.54131724,0.347112118,45.29033663,0.545866365,-0.198754247
1639,80370002003,0.481413492,78.52444953,0.318238213,95.24886878,0.337769619,67.70114943,0,0,0.048528028,5.51292981,0.3984375,75.12864494,24.37482266,0.474801812,53.68600708,0.672706682,-0.19790487
3043,80919676002,0.009111617,0.314555333,0.032258065,27.79573368,0.225512528,47.84482759,0,0,0.114678899,59.53395851,0.398617512,75.18582047,11.10201514,0.175254813,35.1124826,0.373159683,-0.19790487
2135,80519637003,0.241352201,48.32713755,0,0,0.503649635,87.4137931,0,0,0.079087452,26.03012219,0.385146805,72.58433391,14.13671025,0.24603624,39.05923112,0.442808607,-0.196772367
3125,81010011003,0.86746988,98.39862739,0.210702341,87.16871364,0.687951807,97.29885057,0,0,0.271092669,98.74964479,0.54185022,94.4539737,44.5179879,0.741223103,79.34496835,0.937146093,-0.19592299
2047,80439781004,0.022321429,1.086645696,0.056856187,45.15190692,0.445701357,81.63793103,0,0,0.137660884,74.59505541,0.273743017,43.05317324,15.30718072,0.275481314,40.92078538,0.471121178,-0.195639864
2888,80770013016,0.03675163,2.630826423,0.008628955,3.619909502,0.357837181,71.17816092,0,0,0.162838533,84.11480534,0.318327974,56.23213265,12.14317568,0.19988675,36.29597247,0.392978482,-0.193091733
2601,80679708001,0.310615578,59.93708893,0,0,0.31147541,63.76436782,0,0,0.058856268,11.82154021,0.447435897,84.13379074,12.49260584,0.206115515,36.60946462,0.398924122,-0.192808607
3008,80870005002,0.661654135,89.81984558,0.151832461,78.11893988,0.337735849,67.67241379,0.160621762,91.75,0.09945184,45.32537653,0.046632124,0.400228702,30.40647013,0.585503964,62.18113408,0.778029445,-0.192525481
2813,80710004003,0.6375,88.56162425,0.306451613,94.79638009,0.7921875,99.25287356,0,0,0.210131332,95.19749929,0.538194444,94.19668382,44.21540374,0.739241223,78.66751017,0.930917327,-0.191676104
2866,80770010012,0.086084142,12.03889048,0.132494449,73.75565611,0.557719054,91.29310345,0,0,0.283145659,99.11906792,0.471910112,87.79302459,29.83592437,0.57389581,60.66662376,0.763590034,-0.189694224
2075,80439794001,0.178035044,35.20160137,0.077697262,56.33484163,0.317506193,64.71264368,0.002770083,0.1875,0.208264463,94.97016198,0.259464451,38.47913093,21.08743342,0.400056625,48.31431326,0.589467724,-0.189411099
3239,81070001001,0.02373581,1.201029454,0,0,0.344685243,68.93678161,0,0,0.087022133,33.81642512,0.394117647,74.52830189,7.701504919,0.101075878,29.74708968,0.289637599,-0.188561721
2916,80770017051,0.072368421,8.979124964,0,0,0.348554033,69.56896552,0,0,0.134431917,72.77635692,0.334020619,60.66323613,11.84206865,0.190543601,35.33128059,0.378539071,-0.18799547
1999,80410067003,0.106213873,16.7000286,0,0,0.335260116,67.15517241,0,0,0.110279441,56.152316,0.445112782,83.7621498,13.19376351,0.222536806,37.29494447,0.410249151,-0.187712344
2936,80810005002,0.005517241,0.114383758,0.072093023,53.52294764,0.228965517,48.47701149,0,0,0.108065603,54.21994885,0.244897959,34.10520297,9.048362554,0.1299547,31.73991579,0.317667044,-0.187712344
2327,80590109012,0.321548822,61.59565342,0.098954143,65.02908856,0.136363636,27.98850575,0,0,0.146041942,78.40295539,0,0,14.3657503,0.251132503,38.83603385,0.438561721,-0.187429219
1013,80310003016,0.215285253,43.55161567,0,0,0.20452099,42.75862069,0,0,0.140359897,76.12958227,0.401028278,75.70040023,14.85182865,0.264722537,39.69003648,0.451302378,-0.186579841
1053,80310009021,0.813679245,96.74006291,0.449152542,98.96574014,0.679245283,96.86781609,0,0,0.07534581,23.38732594,0.592156863,97.14122356,35.80490135,0.662514156,68.85036144,0.848244621,-0.185730464
1270,80310041046,0.801075269,96.39691164,0.147751606,77.08468003,0.050909091,7.24137931,0,0,0.101223113,47.3998295,0.108786611,3.28759291,14.25338067,0.249150623,38.5683989,0.434597961,-0.185447339
3012,80870006003,0.84375,97.51215327,0.802238806,100,0.823529412,99.45402299,0.368421053,99.6875,0.081014604,27.39414606,0,0,37.19603054,0.679218573,70.67463705,0.863250283,-0.18403171
1962,80410057004,0.304615385,59.30797827,0,0,0,0,0,0,0.173000661,88.32054561,0.201946472,21.35506003,6.941381968,0.079558324,28.16393065,0.263306908,-0.183748584
1414,80310070891,0.08,10.60909351,0.064761905,49.41822883,0.575238095,92.29885057,0,0,0.229688102,96.73202614,0.54973822,94.88279017,27.62188077,0.537938845,57.3234982,0.721687429,-0.183748584
1861,80410045031,0.425474639,73.29139262,0.035814072,30.38138332,0.2242845,47.52873563,0.0023912,0.125,0.102813853,48.67860188,0.365853659,68.58204688,18.80092521,0.352491506,44.76452672,0.535956965,-0.183465459
760,80130126052,0.265246854,52.58793251,0,0,0.648596321,95.66091954,0.029182879,40,0.045791246,4.489911907,0.515564202,92.30989137,20.90231796,0.396659117,47.50810922,0.579275198,-0.182616082
1158,80310028034,0.261682243,51.87303403,0.002390438,0.290885585,0.228612509,48.33333333,0,0,0.088617724,35.32253481,0.358271865,66.58090337,10.94087418,0.171291053,33.73344852,0.353340883,-0.18204983
1576,80350141311,0.315756036,60.73777524,0,0,0.156289708,32.70114943,0,0,0.146669264,78.82921284,0.337121212,61.60663236,14.59002691,0.259626274,38.97912831,0.441676104,-0.18204983
1315,80310045032,0.8434238,97.48355733,0.171358629,81.67420814,0.69519833,97.47126437,0,0,0.064236902,14.89059392,0.431865828,81.70383076,31.32140415,0.597395243,62.20390909,0.778312571,-0.180917327
1905,80410048004,0.387137453,69.5739205,0.13,73.23852618,0.208070618,43.64942529,0,0,0.132109722,71.46916738,0.090225564,2.058319039,17.88405524,0.333522084,43.33155973,0.514439411,-0.180917327
3052,80930003002,0.011984021,0.428939091,0,0,0.296937417,61.26436782,0,0,0.045585068,4.290991759,0.435684647,82.50428816,4.586058928,0.030011325,24.74809781,0.208097395,-0.17808607
3117,81010009051,0.575268817,85.1873034,0.022132797,17.71170006,0.632542373,94.97126437,0,0,0.206512043,94.94174481,0.535766423,93.9679817,32.94408182,0.621744054,64.46333239,0.798980747,-0.177236693
3197,81010029142,0.105147864,16.27108951,0,0,0.290251917,59.62643678,0,0,0.133968254,72.57743677,0.372703412,70.29731275,13.05467227,0.219705549,36.46204597,0.396659117,-0.176953567
3141,81010020001,0.761695906,94.50957964,0.115720524,70.13574661,0.767751479,99.05172414,0,0,0.28091651,99.00539926,0.533762058,93.71069182,42.73537834,0.729048698,76.06885691,0.905152888,-0.17610419
2638,80690007002,0.126279863,21.99027738,0,0,0.458259325,83.2183908,0,0,0.069474442,18.69849389,0.44952381,84.6483705,11.93930944,0.192808607,34.75925543,0.368629672,-0.175821065
2060,80439785004,0.013448607,0.514726909,0.080775444,58.04783452,0.141361257,29.08045977,0,0,0.170074349,86.78601876,0.23495702,31.38936535,11.54425942,0.185164213,34.30306755,0.360419026,-0.175254813
3106,81010008002,0.54379562,83.27137546,0.28125,93.40659341,0.833333333,99.51149425,0,0,0.234687084,97.1582836,0.44534413,83.84791309,42.98198173,0.731313703,76.19927664,0.906285391,-0.174971687
2625,80690005031,0.341074983,63.96911639,0.049261084,39.59276018,0.625746516,94.59770115,0,0,0.052299937,7.189542484,0.632116788,98.2275586,23.51799099,0.454699887,50.59611313,0.628539071,-0.173839185
3220,81010035002,0.518324607,81.38404347,0.304465494,94.63477699,0.846858639,99.65517241,0,0,0.4,99.97158284,0.417558887,79.13093196,42.71221757,0.728765572,75.79608461,0.902321631,-0.173556059
1243,80310040033,0.219047619,44.46668573,0,0,0.191666667,40.31609195,0,0,0.125207493,66.66666667,0.415019763,78.67352773,14.52808679,0.257078143,38.35382868,0.430634202,-0.173556059
3143,81010020003,0.722044728,92.99399485,0.013888889,8.564964447,0.380191693,74.08045977,0,0,0.28091651,99.00539926,0.229323308,29.67409949,23.61312291,0.457248018,50.71981964,0.6299547,-0.172706682
3496,81259632004,0.25,50.01429797,0.092042186,62.99288946,0.335345406,67.18390805,0.046757164,56.125,0.121030666,63.73969878,0.034690799,0.200114351,23.08957439,0.444224236,50.04265143,0.616930917,-0.172706682
3296,81190101031,0.155263158,29.53960538,0,0,0.248421053,52.06896552,0,0,0.107266865,53.48110259,0.485981308,89.39393939,13.94489808,0.241506229,37.41393548,0.413646659,-0.17214043
2330,80590109015,0.185741088,36.77437804,0.118518519,70.78215902,0.151969981,31.75287356,0,0,0.146041942,78.40295539,0.066079295,0.829045169,13.23408136,0.223952435,36.42356853,0.395526614,-0.171574179
3048,80930001003,0.035286285,2.430654847,0,0,0.103861518,20.11494253,0,0,0.12877606,68.71270247,0.443812233,83.56203545,8.091853689,0.10815402,29.13672255,0.279728199,-0.171574179
2649,80690010033,0.058479532,6.43408636,0.085245902,59.95475113,0.318181818,64.82758621,0,0,0.098136875,44.18868997,0.040816327,0.285877644,8.252653491,0.111551529,29.28183189,0.282559456,-0.171007928
3525,80690024021,0,0,0.013235294,8.015513898,0.349502488,69.77011494,0,0,0.145925926,78.26086957,0.277372263,44.13950829,11.15994776,0.176953567,33.36433445,0.347395243,-0.170441676
1554,80350141163,0.26594927,52.93108379,0,0,0.289008455,59.33908046,0,0,0.052935188,7.672634271,0.42114094,79.81703831,11.15189361,0.17610419,33.29330614,0.346545866,-0.170441676
3118,81010009052,0.627320955,87.96110952,0.12568306,72.49515191,0.679045093,96.81034483,0,0,0.206512043,94.94174481,0.668523677,99.02801601,42.39254139,0.727066818,75.20606118,0.896942242,-0.169875425
3142,81010020002,0.686940966,91.07806691,0.207289294,86.74854557,0.810375671,99.39655172,0,0,0.28091651,99.00539926,0.398671096,75.242996,42.44847059,0.727633069,75.24525991,0.897225368,-0.169592299
1552,80350141161,0.500536481,80.32599371,0.065442937,49.8383969,0.006437768,0.057471264,0,0,0.052935188,7.672634271,0.165820643,11.9782733,5.258577429,0.041619479,24.97879491,0.210928652,-0.169309173
721,80130122023,0.202702703,40.77780955,0.014619883,9.534583064,0.712130006,97.75862069,0,0,0.055010455,8.752486502,0.751515152,99.71412236,17.92509493,0.336353341,42.75627036,0.505379388,-0.169026048
2373,80590117023,0.325301205,62.19616814,0,0,0.131669535,27.01149425,0,0,0.154477346,81.47200909,0.305803571,52.74442539,13.90217886,0.240656852,37.23734948,0.409399773,-0.168742922
3148,81010022002,0.470651014,77.52359165,0.147810219,77.11700065,0.728051392,98.2183908,0,0,0.279644895,98.89173061,0.58028169,96.51229274,42.14569694,0.724235561,74.71050107,0.892978482,-0.168742922
2929,80810003002,0.042740841,3.374320846,0.005,1.001939237,0.272048847,56.35057471,0,0,0.132937245,71.83859051,0.309904153,53.88793596,9.505228837,0.140713477,31.07556021,0.308890147,-0.16817667
3266,81139681012,0.175152749,34.40091507,0.01344086,8.241758242,0.220966084,46.81034483,0,0,0.025445293,0.568343279,0.578947368,96.42652945,9.483234617,0.140430351,31.07464848,0.308607022,-0.16817667
3072,80970004021,0.225032708,45.66771518,0.040720961,33.74272786,0.238387379,50.14367816,0,0,0.025290499,0.511508951,0.402515723,76.1292167,12.01531175,0.195073613,34.36580781,0.362400906,-0.167327293
